CALLE;NUMERO;M2;DOLARES;U_S_M2;AMBIENTES;ANTIGUEDAD;ORIENT;BAULERA;COCHERA;BAÑOS;LAVADERO;TERRAZA;BARRIO;COMUNA;LON;LAT
CABILDO;1100;53;75000;1415.1;3;30;CONTRAFRENTE;;;;SI;BALCON;COLEGIALES;13;-58.447119326628055;-34.569005643890698
CABILDO;1124;75;84900;1132.0;0;0;CONTRAFRENTE;;SI;2;;BALCON;COLEGIALES;13;-58.447388036251816;-34.568868321900382
CABILDO;1200;70;79900;1141.4;0;0;FRENTE;;;2;;BALCON;COLEGIALES;13;-58.44819184053344;-34.568457542920484
CABILDO;1200;71;79500;1119.7;3;0;;;;1;SI;BALCON;COLEGIALES;13;-58.44819184053344;-34.568457542920484
CABILDO;1200;75;79900;1065.3;3;25;FRENTE;;;;SI;BALCON;COLEGIALES;13;-58.44819184053344;-34.568457542920484
CABILDO;1500;155;189000;1219.4;4;45;;SI;SI;;SI;;COLEGIALES;13;-58.450855064303248;-34.567040988118912
CABILDO;2200;106;115000;1084.9;3;0;CONTRAFRENTE;SI;;;;BALCON;BELGRANO;13;-58.457630915580573;-34.561174406568909
CABILDO;2400;55;69000;1254.5;3;0;;;;;;;BELGRANO;13;-58.459214784955478;-34.559321779427997
CABILDO;2500;82;82900;1011.0;0;0;FRENTE;;;2;SI;BALCON;BELGRANO;13;-58.46003036779296;-34.558385526226608
CABILDO;2700;70;65900;941.4;0;0;;;;;;;BELGRANO;13;-58.461339471590328;-34.556978712457777
CABILDO;2900;76;78000;1026.3;3;30;FRENTE;;;2;SI;BALCON;BELGRANO;13;-58.462645863291328;-34.555580595056654
CABILDO;2900;72;73000;1013.9;3;35;FRENTE;;;;SI;BALCON;BELGRANO;13;-58.462645863291328;-34.555580595056654
CABILDO;2900;78;78000;1000.0;3;38;FRENTE;;;2;SI;BALCON;BELGRANO;13;-58.462645863291328;-34.555580595056654
CABILDO;3000;51;59900;1174.5;0;0;;;;;;;NUÑEZ;13;-58.463642569299886;-34.55459160234355
CABILDO;3200;280;270000;964.3;5;25;;;SI;2;SI;BALCON TERRAZA;NUÑEZ;13;-58.465253631317459;-34.552843155787777
CABILDO;4400;55;59500;1081.8;3;A ESTRENAR;;;;;SI;;SAAVEDRA;12;-58.472219370828554;-34.543906113688571
CABILDO;4400;62;61500;991.9;3;A ESTRENAR;CONTRAFRENTE;;;;SI;BALCON;SAAVEDRA;12;-58.472219370828554;-34.543906113688571
CABOTO;500;65;35000;538.5;3;50;FRENTE;;;1;;TERRAZA;BOCA;4;-58.360755803366402;-34.627745377543732
CABRERA, JOSE A.;3094;50;66500;1330.0;2;40;;;;1;SI;BALCON;RECOLETA;2;-58.408972569694718;-34.59683166330462
CABRERA, JOSE A.;3153;55;77000;1400.0;2;0;FRENTE;;;1;;BALCON TERRAZA;RECOLETA;2;-58.410949444584567;-34.597052681272508
CABRERA, JOSE A.;3200;65;73000;1123.1;3;0;FRENTE;;;;;;RECOLETA;2;-58.410259083046064;-34.596811755958804
CABRERA, JOSE A.;3300;48;52000;1083.3;3;30;;;;;;;RECOLETA;2;-58.411762093840203;-34.596746649773195
CABRERA, JOSE A.;3800;47;49900;1061.7;2;25;FRENTE;;;1;SI;BALCON;PALERMO;14;-58.41874631154932;-34.596427623120569
CABRERA, JOSE A.;3849;70;87000;1242.9;0;A ESTRENAR;;;SI;;;;PALERMO;14;-58.420763495055482;-34.596602734147794
CABRERA, JOSE A.;4800;72;63000;875.0;3;25;;;;1;SI;TERRAZA;PALERMO;14;-58.429084288615051;-34.592056390664837
CACHIMAYO;100;70;76000;1085.7;3;A ESTRENAR;CONTRAFRENTE;SI;;1;SI;BALCON;CABALLITO;6;-58.442195983217026;-34.622001382209497
CACHIMAYO;100;76;77900;1025.0;3;0;CONTRAFRENTE;SI;;;;;CABALLITO;6;-58.442195983217026;-34.622001382209497
CACHIMAYO;200;105;115000;1095.2;4;0;;SI;SI;2;;;CABALLITO;6;-58.441753780649556;-34.622746979529254
CACHIMAYO;200;100;143000;1430.0;0;A ESTRENAR;;;;2;;BALCON TERRAZA;CABALLITO;6;-58.441753780649556;-34.622746979529254
CACHIMAYO;300;56;60000;1071.4;3;28;FRENTE;;;;SI;;CABALLITO;6;-58.441613134316285;-34.623874043982894
CAFAYATE;700;37;31000;837.8;2;40;LATERAL;;;1;;TERRAZA;LINIERS;9;-58.518074798210961;-34.646386167991253
CAFAYATE;5200;52;25000;480.8;0;0;;;SI;;;;VILLA LUGANO;8;-58.466514406093189;-34.686546635650011
CAJARAVILLA;4300;65;39900;613.8;3;1;FRENTE;;;;SI;TERRAZA;VELEZ SARSFIELD;10;-58.485296855882098;-34.638669528847608
CALDAS;1900;81;60000;740.7;3;35;FRENTE;;;1;SI;BALCON;VILLA ORTUZAR;15;-58.470875671720236;-34.583919540038934
CALIFORNIA;1100;80;46500;581.3;3;0;;;;;;TERRAZA;BOCA;4;-58.363835585624841;-34.645001715248846
CALIFORNIA;1600;118;95000;805.1;4;0;;;;3;;BALCON TERRAZA;BARRACAS;4;-58.37090966502064;-34.646038748061784
CALLAO;100;100;100000;1000.0;3;40;FRENTE;;;;SI;BALCON;BALVANERA;3;-58.392195019990218;-34.608023007444217
CALLAO;178;25;29000;1160.0;1;35;FRENTE;;;1;;;BALVANERA;3;-58.392256902389235;-34.607078047987486
CALLAO;400;98;96000;979.6;0;0;;;;;;;BALVANERA;3;-58.392447520402037;-34.60447090647628
CALLAO;900;50;79500;1590.0;1;3;;;;1;;BALCON;RECOLETA;2;-58.393196818625675;-34.59874128345573
CALLAO;1000;100;161000;1610.0;0;0;;;;2;;;RECOLETA;2;-58.393350350563814;-34.597280732713877
CALLAO;1200;124;152000;1225.8;3;0;CONTRAFRENTE;;;1;SI;;RECOLETA;2;-58.39335907678884;-34.594822239378402
CALLAO;1200;118;160000;1355.9;4;0;;;;2;SI;BALCON;RECOLETA;2;-58.39335907678884;-34.594822239378402
CALLAO;1300;230;370000;1608.7;8;0;;SI;;2;SI;BALCON;RECOLETA;2;-58.393242386349691;-34.593828395216818
CALLAO;1300;295;650000;2203.4;6;16;;;SI;2;SI;BALCON TERRAZA;RECOLETA;2;-58.393242386349691;-34.593828395216818
CALLAO;1400;544;670000;1231.6;7;65;FRENTE Y CONTRAFRENTE;SI;;4;SI;BALCON;RECOLETA;2;-58.393001492906137;-34.592642033317404
CALLAO;1400;163;260000;1595.1;3;0;;;SI;2;;;RECOLETA;2;-58.393001492906137;-34.592642033317404
CALLAO;1600;105;185000;1761.9;3;0;FRENTE;;;;;;RECOLETA;2;-58.391064337656857;-34.590811937730699
CALLAO;1700;97;155000;1597.9;0;0;CONTRAFRENTE;;;;;;RECOLETA;2;-58.390096586592122;-34.589942907033354
CALLAO;1800;235;630000;2680.9;7;70;FRENTE Y CONTRAFRENTE;;SI;2;SI;BALCON;RECOLETA;2;-58.38911752421064;-34.589059511463859
CALLAO;1900;105;179000;1704.8;3;0;FRENTE;;;;;;RECOLETA;2;-58.388240718150065;-34.588270809477443
CALLAO;2000;155;395000;2548.4;0;A ESTRENAR;;;;2;;;RECOLETA;2;-58.387218189380491;-34.587464858848698
CALVO, CARLOS;600;49;45000;918.4;0;0;;;;;;;SAN TELMO;1;-58.374259069015842;-34.619798775807773
CALVO, CARLOS;600;39;35000;897.4;1;35;;;;1;;;SAN TELMO;1;-58.374259069015842;-34.619798775807773
CALVO, CARLOS;1300;67;60000;895.5;3;0;FRENTE;;SI;;;;CONSTITUCION;1;-58.384332103535783;-34.619939908459344
CALVO, CARLOS;1300;102;73000;715.7;0;0;;;;;;;CONSTITUCION;1;-58.384332103535783;-34.619939908459344
CALVO, CARLOS;1300;70;63000;900.0;3;0;FRENTE;;SI;;SI;BALCON;CONSTITUCION;1;-58.384332103535783;-34.619939908459344
CALVO, CARLOS;1400;48;45000;937.5;3;0;FRENTE;;;;;BALCON;CONSTITUCION;1;-58.385816317649692;-34.620005476644394
CALVO, CARLOS;1500;47;35000;744.7;3;0;;;;;;;CONSTITUCION;1;-58.387301858257082;-34.620091431114332
CALVO, CARLOS;1500;45;48799;1084.4;1;0;;;;1;;;CONSTITUCION;1;-58.387301858257082;-34.620091431114332
CALVO, CARLOS;1600;64;46900;732.8;3;60;FRENTE;;;;SI;;CONSTITUCION;1;-58.388790527010649;-34.620185338086813
CALVO, CARLOS;1600;78;62000;794.9;0;0;FRENTE;;;;;;CONSTITUCION;1;-58.388790527010649;-34.620185338086813
CALVO, CARLOS;2100;61;67000;1098.4;3;0;FRENTE;;SI;1;;BALCON;SAN CRISTOBAL;3;-58.39576005486861;-34.620761267677928
CAMACUA;100;60;64000;1066.7;3;0;FRENTE;;;;;BALCON;FLORES;7;-58.458990248692494;-34.627629785189043
CAMACUA;600;50;57000;1140.0;3;0;;;;;SI;;FLORES;7;-58.456191044858137;-34.633300319361901
CAMARGO;100;68;54000;794.1;3;45;CONTRAFRENTE;;;;SI;BALCON;VILLA CRESPO;15;-58.437098718069905;-34.60397622409765
CAMARGO;400;98;93500;954.1;4;0;FRENTE;;;2;SI;BALCON TERRAZA;VILLA CRESPO;15;-58.4394213165343;-34.601417774524997
CAMARGO;700;45;48500;1077.8;0;0;;;;;;;VILLA CRESPO;15;-58.441866547407521;-34.599081800433211
CAMARGO;700;74;84000;1135.1;3;A ESTRENAR;FRENTE;;;;SI;BALCON;VILLA CRESPO;15;-58.441866547407521;-34.599081800433211
CAMARGO;800;84;79900;951.2;4;0;CONTRAFRENTE;;SI;2;;BALCON;VILLA CRESPO;15;-58.442847260662731;-34.598197325469236
CAMARGO;1100;65;45000;692.3;3;0;;;;;;;VILLA CRESPO;15;-58.445652275241258;-34.595673225043356
CAMARONES;1500;90;86000;955.6;3;30;CONTRAFRENTE;;;;SI;BALCON;PATERNAL;15;-58.462202947791546;-34.603450718149247
CAMARONES;2900;43;43000;1000.0;3;30;;;;;SI;;VILLA SANTA RITA;11;-58.479491643741198;-34.611661720774386
CAMARONES;3500;58;51000;879.3;3;35;FRENTE;;;;SI;;VILLA SANTA RITA;11;-58.486787951048719;-34.615502179273363
CAMARONES;5000;85;67000;788.2;3;0;;;;;;BALCON TERRAZA;VELEZ SARSFIELD;10;-58.501639201876692;-34.625468249865243
CAMARONES;5000;98;86000;877.6;4;0;;;;;;BALCON TERRAZA;VELEZ SARSFIELD;10;-58.501639201876692;-34.625468249865243
CAMARONES;5000;74;68000;918.9;3;0;;;;;;BALCON TERRAZA;VELEZ SARSFIELD;10;-58.501639201876692;-34.625468249865243
CAMARONES;5000;82;71000;865.9;3;0;;;;;;;VELEZ SARSFIELD;10;-58.501639201876692;-34.625468249865243
CAMARONES;5000;106;92000;867.9;4;0;;;;;;PATIO;VELEZ SARSFIELD;10;-58.501639201876692;-34.625468249865243
CAMARONES;5000;102;102000;1000.0;4;0;;;;;;PATIO;VELEZ SARSFIELD;10;-58.501639201876692;-34.625468249865243
CAMARONES;5200;55;58000;1054.5;3;0;;;;;SI;PATIO;VELEZ SARSFIELD;10;-58.50475535950121;-34.62827849117474
CAMPANA;200;68;51000;750.0;3;68;FRENTE;;;;SI;BALCON;FLORESTA;10;-58.475817404408993;-34.629808456722124
CAMPANA;400;65;66000;1015.4;3;25;CONTRAFRENTE;;;;SI;;FLORESTA;10;-58.476741572293882;-34.627786932197907
CAMPANA;433;75;68500;913.3;3;25;CONTRAFRENTE;;;;SI;;FLORESTA;10;-58.476625017973227;-34.627274884128326
CAMPANA;2600;82;91000;1109.8;3;20;;;SI;;;;VILLA DEL PARQUE;11;-58.493287479886931;-34.60648292500607
CAMPANA;2700;64;67000;1046.9;3;0;;;;;;;VILLA DEL PARQUE;11;-58.494116397959999;-34.605597953098325
CAMPANA;3000;44;54000;1227.3;3;30;CONTRAFRENTE;;;;SI;BALCON;VILLA DEL PARQUE;11;-58.496118672288723;-34.603129681475025
CAMPANA;3300;52;62000;1192.3;0;0;FRENTE;;;;;PATIO;VILLA DEL PARQUE;11;-58.498114530174675;-34.600471622034526
CAMPANA;3300;60;62000;1033.3;3;30;FRENTE;;;;SI;PATIO;VILLA DEL PARQUE;11;-58.498114530174675;-34.600471622034526
CAMPANA;4100;47;45000;957.4;3;30;CONTRAFRENTE;;;;SI;BALCON;VILLA DEVOTO;11;-58.503592998831216;-34.594045331138773
CAMPANA;4800;58;55500;956.9;3;A ESTRENAR;CONTRAFRENTE;;;;;BALCON;VILLA DEVOTO;11;-58.508356440763926;-34.588781254688179
CAMPANA;4800;65;63000;969.2;3;A ESTRENAR;CONTRAFRENTE;;;;SI;;VILLA DEVOTO;11;-58.508356440763926;-34.588781254688179
CAMPICHUELO;200;56;74500;1330.4;3;0;FRENTE;;SI;2;;;CABALLITO;6;-58.433771147360495;-34.615124486320589
CAMPICHUELO;200;95;64000;673.7;4;0;;;;;;;CABALLITO;6;-58.433771147360495;-34.615124486320589
CAMPICHUELO;600;53;58000;1094.3;3;6;;;;;;;CABALLITO;6;-58.435849518925224;-34.610357740494827
CAMPOS SALLES;1881;67;98300;1467.2;2;A ESTRENAR;;;SI;2;;BALCON TERRAZA;NUÑEZ;13;-58.459977329175416;-34.548952663365874
CAMPOS, LUIS M.;100;57;84000;1473.7;2;8;CONTRAFRENTE;SI;;1;SI;BALCON;PALERMO;14;-58.430467087878348;-34.5753156162761
CAMPOS, LUIS M.;100;67;79000;1179.1;3;30;CONTRAFRENTE;;;;SI;BALCON;PALERMO;14;-58.430467087878348;-34.5753156162761
CAMPOS, LUIS M.;300;43;68200;1586.0;1;A ESTRENAR;;;SI;1;;;PALERMO;14;-58.431873931185144;-34.574046349627878
CAMPOS, LUIS M.;300;80;141000;1762.5;3;A ESTRENAR;;;;1;;BALCON TERRAZA;PALERMO;14;-58.431873931185144;-34.574046349627878
CAMPOS, LUIS M.;300;77;76000;987.0;3;60;CONTRAFRENTE;;;2;SI;;PALERMO;14;-58.431873931185144;-34.574046349627878
CAMPOS, LUIS M.;400;101;159000;1574.3;0;0;FRENTE;;;;;BALCON;PALERMO;14;-58.432422413890443;-34.573506616162085
CAMPOS, LUIS M.;400;93;95000;1021.5;3;0;FRENTE;;;;;BALCON;PALERMO;14;-58.432422413890443;-34.573506616162085
CAMPOS, LUIS M.;485;35;46500;1328.6;1;0;CONTRAFRENTE;;;;SI;;PALERMO;14;-58.433663115555703;-34.572642861272492
CAMPOS, LUIS M.;600;67;97000;1447.8;3;A ESTRENAR;;;;1;SI;BALCON;PALERMO;14;-58.433971299185025;-34.571883370842215
CAMPOS, LUIS M.;800;52;93600;1800.0;2;A ESTRENAR;;;;1;;;PALERMO;14;-58.435619739518032;-34.57013531551511
CAMPOS, LUIS M.;1100;75;96500;1286.7;3;35;FRENTE;;;;SI;BALCON;PALERMO;14;-58.437980371997007;-34.567234633875962
CAMPOS, LUIS M.;1100;85;90000;1058.8;3;40;;;;;SI;BALCON;PALERMO;14;-58.437980371997007;-34.567234633875962
CAMPOS, LUIS M.;1100;45;53000;1177.8;3;0;;;;;;;PALERMO;14;-58.437980371997007;-34.567234633875962
CAMPOS, LUIS M.;1200;40;55000;1375.0;2;30;;SI;;;;;PALERMO;14;-58.439376497619364;-34.565981233626211
CAMPOS, LUIS M.;1300;74;82800;1118.9;3;0;;;;2;SI;BALCON;PALERMO;14;-58.441372335084651;-34.56471327955984
CAMPOS, LUIS M.;1300;74;117000;1581.1;3;15;FRENTE;;;2;SI;BALCON;PALERMO;14;-58.441372335084651;-34.56471327955984
CAMPOS, LUIS M.;1300;89;127000;1427.0;3;30;;;;2;SI;;PALERMO;14;-58.441372335084651;-34.56471327955984
CAMPOS, LUIS M.;1386;75;117000;1560.0;3;0;FRENTE;;SI;2;;BALCON;PALERMO;14;-58.441363732317882;-34.564359710961703
CANADA DE GOMEZ;1900;70;55000;785.7;3;0;FRENTE;;;;SI;BALCON;MATADEROS;9;-58.509505996613086;-34.657209135268012
CANDELARIA;57;100;67000;670.0;4;45;CONTRAFRENTE;SI;;2;SI;BALCON TERRAZA;FLORESTA;10;-58.479963871558525;-34.633973669275527
CANDELARIA;100;52;55000;1057.7;3;15;FRENTE;;;;SI;BALCON;FLORESTA;10;-58.480507861265757;-34.633535603871003
CANGALLO;50;65;68800;1058.5;3;20;;;;;SI;;CABALLITO;6;-58.431380307724524;-34.606376588897042
CANTILO, JOSE LUIS;5000;80;92500;1156.3;3;A ESTRENAR;FRENTE;;;;SI;BALCON;VILLA DEVOTO;11;-58.52184665089321;-34.60999346915996
CAPDEVILA;2800;100;109000;1090.0;4;0;CONTRAFRENTE;;;2;SI;BALCON;VILLA URQUIZA;12;-58.489152780896255;-34.571444039435775
CAPDEVILA;3200;118;80000;678.0;4;0;FRENTE Y CONTRAFRENTE;SI;;;;;VILLA URQUIZA;12;-58.492028808179825;-34.567781219537238
CAPDEVILA;3400;55;55000;1000.0;0;0;;;;;;;VILLA URQUIZA;12;-58.493613628751106;-34.565718371004266
CAPDEVILA;3500;52;59500;1144.2;3;A ESTRENAR;;;;;SI;BALCON;VILLA URQUIZA;12;-58.494574118223603;-34.564397663252109
CARABOBO;100;50;68000;1360.0;0;A ESTRENAR;;;;;;;FLORES;7;-58.455881975875407;-34.628067532883826
CARABOBO;500;70;85000;1214.3;3;A ESTRENAR;FRENTE;;;;SI;BALCON;PARQUE CHACABUCO;7;-58.453720615435316;-34.632479597159829
CARABOBO;700;52;53000;1019.2;3;0;CONTRAFRENTE;;;;SI;;PARQUE CHACABUCO;7;-58.452758314605767;-34.634431080827575
CARACAS;200;58;56500;974.1;3;0;;;;;;PATIO;FLORES;7;-58.462144700912212;-34.626680204549444
CARACAS;1000;75;49500;660.0;3;0;;;;;;TERRAZA;FLORES;7;-58.465922029126027;-34.618508825558408
CARACAS;1000;55;43000;781.8;3;30;CONTRAFRENTE;;;;SI;BALCON;FLORES;7;-58.465922029126027;-34.618508825558408
CARACAS;1000;47;49500;1053.2;3;35;FRENTE;;;;SI;BALCON;FLORES;7;-58.465922029126027;-34.618508825558408
CARACAS;1000;111;87000;783.8;3;37;FRENTE;;;3;SI;BALCON;FLORES;7;-58.465922029126027;-34.618508825558408
CARACAS;1400;60;54000;900.0;3;30;FRENTE;;;;SI;BALCON;VILLA GRAL. MITRE;11;-58.468582490913967;-34.61465742969753
CARDOSO;100;62;56000;903.2;3;15;FRENTE;;;;SI;BALCON;VELEZ SARSFIELD;10;-58.492511781978557;-34.635375661201557
CARRANZA, ADOLFO P.;2900;60;69000;1150.0;0;0;;;SI;;;;VILLA DEL PARQUE;11;-58.483317938678169;-34.607010902089733
CARRANZA, ADOLFO P.;3100;100;85000;850.0;4;0;;;;3;;BALCON;VILLA DEL PARQUE;11;-58.485767352189505;-34.60835525039986
CARRANZA, ANGEL JUSTINIANO;1200;50;45000;900.0;3;0;FRENTE;;;;;BALCON;CHACARITA;15;-58.444166635200673;-34.587604732629394
CARRANZA, ANGEL JUSTINIANO;2200;100;130000;1300.0;0;0;FRENTE;;;;;BALCON;PALERMO;14;-58.434476581487488;-34.579353573222356
CARRASCO;100;51;48000;941.2;3;33;FRENTE;;;;SI;BALCON;VELEZ SARSFIELD;10;-58.488534722156942;-34.634689417775085
CARRIL, SALVADOR MARIA DEL;2100;71;73500;1035.2;3;10;FRENTE;;;;SI;BALCON;VILLA PUEYRREDON;12;-58.488797975905946;-34.584820986149047
CARRIL, SALVADOR MARIA DEL;2100;60;59000;983.3;0;0;FRENTE;;;;;;VILLA PUEYRREDON;12;-58.488797975905946;-34.584820986149047
CARRIL, SALVADOR MARIA DEL;2900;61;69500;1139.3;0;A ESTRENAR;;;;;;;AGRONOMIA;15;-58.498076279931702;-34.590791726531734
CARRIL, SALVADOR MARIA DEL;3200;63;39000;619.0;0;0;;;;;;;AGRONOMIA;15;-58.502038736447275;-34.593238382854075
CARRIL, SALVADOR MARIA DEL;3200;75;91000;1213.3;3;A ESTRENAR;FRENTE;;;2;SI;BALCON;AGRONOMIA;15;-58.502038736447275;-34.593238382854075
CARRIL, SALVADOR MARIA DEL;3300;103;95000;922.3;0;0;;;;;;;AGRONOMIA;15;-58.503371076613988;-34.594060118192871
CARRIL, SALVADOR MARIA DEL;3600;150;170000;1133.3;4;25;;SI;SI;4;SI;BALCON;VILLA DEVOTO;11;-58.507554761105588;-34.596411713512829
CASEROS;500;300;275000;916.7;10;20;;;;2;SI;BALCON TERRAZA;BARRACAS;4;-58.372496326763745;-34.626870926596979
CASEROS;700;65;62000;953.8;3;0;CONTRAFRENTE;SI;;;;;BARRACAS;4;-58.37453791641402;-34.626934049925637
CASEROS;900;85;58000;682.4;3;0;;;;;;;BARRACAS;4;-58.376488270865629;-34.627962962411416
CASEROS;1300;75;65000;866.7;0;A ESTRENAR;;SI;SI;;SI;;CONSTITUCION;1;-58.381360558162797;-34.630915732032634
CASEROS;1400;40;46000;1150.0;3;0;;;;;;PATIO;BARRACAS;4;-58.382479405940444;-34.63187443948474
CASEROS;1500;90;69000;766.7;4;0;FRENTE;;;3;;BALCON;BARRACAS;4;-58.383920143807529;-34.632519744172718
CASEROS;1500;100;60000;600.0;5;0;FRENTE;;;2;SI;BALCON;BARRACAS;4;-58.383920143807529;-34.632519744172718
CASEROS;1600;70;59000;842.9;0;A ESTRENAR;;;;;;;BARRACAS;4;-58.385325882132278;-34.6329375101162
CASEROS;1600;60;55000;916.7;0;A ESTRENAR;;;;;;;BARRACAS;4;-58.385325882132278;-34.6329375101162
CASEROS;2454;44;46000;1045.5;3;0;FRENTE;;;;;;PARQUE PATRICIOS;4;-58.396706165265151;-34.635656284857603
CASEROS;3100;73;52000;712.3;3;0;;;;;;;PARQUE PATRICIOS;4;-58.407472580625914;-34.637585309076748
CASEROS;3100;62;49000;790.3;3;0;;;;;;;PARQUE PATRICIOS;4;-58.407472580625914;-34.637585309076748
CASEROS;3700;107;98000;915.9;3;0;;;;;;;NUEVA POMPEYA;4;-58.417030257839201;-34.639236754706864
CASTAÑARES;4800;65;35000;538.5;0;0;;;;;;;VILLA LUGANO;8;-58.472305884222159;-34.666682512275038
CASTELLI;100;38;40000;1052.6;2;30;FRENTE;;;1;SI;BALCON TERRAZA;BALVANERA;3;-58.404831745280703;-34.608805316483782
CASTELLI;200;54;50000;925.9;3;0;FRENTE;;;;;BALCON;BALVANERA;3;-58.404909818679421;-34.607660475061913
CASTELLI;200;40;41000;1025.0;2;15;;;;1;SI;;BALVANERA;3;-58.404909818679421;-34.607660475061913
CASTELLI;200;46;45000;978.3;3;0;CONTRAFRENTE;;;;;BALCON;BALVANERA;3;-58.404909818679421;-34.607660475061913
CASTELLI;236;61;38000;623.0;2;0;CONTRAFRENTE;;;;SI;;BALVANERA;3;-58.4048871895925;-34.607203303446134
CASTELLI;300;141;75000;531.9;4;35;;;;2;SI;BALCON;BALVANERA;3;-58.404821486485176;-34.606451112319199
CASTELLI;300;117;82900;708.5;4;0;;;;;;;BALVANERA;3;-58.404821486485176;-34.606451112319199
CASTEX;3300;33;63000;1909.1;2;0;LATERAL;;;1;;;PALERMO;14;-58.403912231524984;-34.578843113471315
CASTEX;3300;81;175000;2160.5;3;30;;SI;SI;;SI;BALCON;PALERMO;14;-58.403912231524984;-34.578843113471315
CASTEX;3315;29;58000;2000.0;2;25;;;;1;;;PALERMO;14;-58.405903341234598;-34.578047659551089
CASTEX;3500;106;350000;3301.9;3;A ESTRENAR;;;SI;2;;TERRAZA;PALERMO;14;-58.405955242608222;-34.577682665528876
CASTILLO;100;68;59650;877.2;3;A ESTRENAR;CONTRAFRENTE;;;;SI;BALCON;VILLA CRESPO;15;-58.431234539519906;-34.598911518981566
CASTRO;1700;60;70000;1166.7;0;0;;;;;;TERRAZA;BOEDO;5;-58.419351894125604;-34.631773482945079
CASTRO;1700;70;70500;1007.1;3;25;FRENTE;;;;SI;BALCON;BOEDO;5;-58.419351894125604;-34.631773482945079
CASTRO, BARROS;200;56;57900;1033.9;3;40;CONTRAFRENTE;;;;SI;BALCON;ALMAGRO;5;-58.420173294992757;-34.614590018524368
CASTRO, BARROS;200;55;55000;1000.0;3;45;FRENTE;;;;;BALCON;ALMAGRO;5;-58.420173294992757;-34.614590018524368
CASTRO, BARROS;1600;54;51500;953.7;3;27;FRENTE;;;1;SI;BALCON;BOEDO;5;-58.417619022788244;-34.631566853869764
CASTRO, BARROS;2000;66;63000;954.5;3;0;FRENTE;;;;;BALCON;BOEDO;5;-58.417752804511942;-34.636206996212636
CASTRO, EMILIO;4900;58;44000;758.6;3;0;;;;;;BALCON;VILLA LURO;10;-58.493837044552215;-34.643083462718693
CATAMARCA;200;50;37000;740.0;0;0;;;;;;;BALVANERA;3;-58.407483491010879;-34.611436245692431
CATAMARCA;400;70;65000;928.6;3;10;FRENTE;;;;SI;BALCON;BALVANERA;3;-58.406699207917015;-34.613673516205985
CATAMARCA;500;69;89900;1302.9;0;A ESTRENAR;;;SI;;;TERRAZA;BALVANERA;3;-58.406352481132934;-34.614840330423952
CATAMARCA;700;60;56000;933.3;3;0;FRENTE;SI;SI;;;BALCON;BALVANERA;3;-58.405409063977984;-34.618345205564445
CATAMARCA;700;35;35000;1000.0;2;33;;;;;SI;BALCON;BALVANERA;3;-58.405409063977984;-34.618345205564445
CATANIA;5400;57;45000;789.5;3;0;;;;;;;VILLA LURO;10;-58.501291273970821;-34.644048692289878
CAVIA;3033;435;1200000;2758.6;0;30;;SI;SI;4;;;PALERMO;14;-58.406354157215901;-34.576185754523884
CENTENARIO;100;51;58000;1137.3;0;0;;SI;;;;;CABALLITO;6;-58.43395643554522;-34.614277229929854
CERETTI;2100;55;68000;1236.4;3;A ESTRENAR;CONTRAFRENTE;;;;;BALCON;VILLA URQUIZA;12;-58.489708819128111;-34.58210475650251
CERETTI;2100;62;73000;1177.4;3;A ESTRENAR;FRENTE;;;2;SI;BALCON;VILLA URQUIZA;12;-58.489708819128111;-34.58210475650251
CERETTI;2100;56;70000;1250.0;3;A ESTRENAR;FRENTE;;;;;BALCON;VILLA URQUIZA;12;-58.489708819128111;-34.58210475650251
CERETTI;2700;73;62900;861.6;4;0;;;;;;;VILLA URQUIZA;12;-58.495161377491094;-34.575819274650328
CERRITO;100;66;78900;1195.5;0;0;;;;2;;BALCON;SAN NICOLAS;1;-58.381808447407145;-34.608424995398771
CERRITO;400;16;37900;2368.8;1;0;;;;1;;;SAN NICOLAS;1;-58.381970619531046;-34.605000488915422
CERVANTES;600;45;36500;811.1;3;0;FRENTE;;;;;BALCON;VELEZ SARSFIELD;10;-58.495777876312133;-34.632359908801043
CERVANTES;600;77;55500;720.8;4;0;;;;;;BALCON;VELEZ SARSFIELD;10;-58.495777876312133;-34.632359908801043
CERVANTES;600;85;55500;652.9;4;50;FRENTE;;;2;;BALCON;VELEZ SARSFIELD;10;-58.495777876312133;-34.632359908801043
CERVANTES;1200;50;49500;990.0;3;8;FRENTE;;;;SI;BALCON;VELEZ SARSFIELD;10;-58.501240268539036;-34.62774718757202
CERVIÑO;3200;120;183000;1525.0;3;15;FRENTE;SI;SI;2;;BALCON;PALERMO;14;-58.405224243569421;-34.581694596780864
CERVIÑO;3700;130;178000;1369.2;3;0;;;SI;2;SI;BALCON;PALERMO;14;-58.411258609857043;-34.579507016421687
CERVIÑO;3800;130;245000;1884.6;0;0;;SI;;2;SI;BALCON TERRAZA;PALERMO;14;-58.412531370941402;-34.579276579258483
CERVIÑO;3900;84;125000;1488.1;3;40;CONTRAFRENTE;;;2;SI;BALCON;PALERMO;14;-58.413383051071079;-34.57896853812148
CERVIÑO;3900;80;138000;1725.0;0;A ESTRENAR;FRENTE;;;;;BALCON;PALERMO;14;-58.413383051071079;-34.57896853812148
CESPEDES;2100;85;81000;952.9;3;0;;;;1;SI;PATIO;PALERMO;14;-58.446836793148215;-34.566973163309008
