CALLE;NUMERO;M2;DOLARES;U_S_M2;AMBIENTES;ANTIGUEDAD;ORIENT;BAULERA;COCHERA;BAÑOS;LAVADERO;TERRAZA;BARRIO;COMUNA;LON;LAT
MAIPU;300;68;55000;808.8;0;0;;;;;;;SAN NICOLAS;1;-58.376366451600802;-34.605795527412035
MAIPU;400;107;105000;981.3;0;0;FRENTE;;;;;BALCON;SAN NICOLAS;1;-58.376417979092246;-34.604622169131765
MAIPU;600;70;85000;1214.3;3;0;CONTRAFRENTE;;;;;BALCON;SAN NICOLAS;1;-58.376540536646111;-34.602268914659781
MAIPU;700;94;83900;892.6;3;0;CONTRAFRENTE;;;2;;BALCON;SAN NICOLAS;1;-58.376588677294542;-34.601095116538794
MALABIA;100;86;77900;905.8;4;0;CONTRAFRENTE;;;;SI;BALCON;VILLA CRESPO;15;-58.44317506874274;-34.60195820290523
MALABIA;200;52;53500;1028.8;0;0;CONTRAFRENTE;;;;;;VILLA CRESPO;15;-58.442692703495553;-34.601563179931063
MALABIA;200;65;65000;1000.0;4;0;CONTRAFRENTE;;;2;SI;BALCON;VILLA CRESPO;15;-58.442692703495553;-34.601563179931063
MALABIA;210;60;63900;1065.0;3;0;FRENTE;;;;;BALCON;VILLA CRESPO;15;-58.44080066404927;-34.600013986133881
MALABIA;300;70;67000;957.1;3;0;FRENTE;;;1;;BALCON;VILLA CRESPO;15;-58.441682928150207;-34.600736396930664
MALABIA;300;98;85000;867.3;4;0;;;;3;SI;BALCON;VILLA CRESPO;15;-58.441682928150207;-34.600736396930664
MALABIA;400;75;69000;920.0;3;0;;;;;;;VILLA CRESPO;15;-58.440670748697606;-34.599907605430325
MALABIA;400;45;49500;1100.0;3;50;FRENTE;;;;SI;BALCON;VILLA CRESPO;15;-58.440670748697606;-34.599907605430325
MALABIA;500;70;56000;800.0;3;35;CONTRAFRENTE;;;;SI;;VILLA CRESPO;15;-58.439633661558226;-34.599062843705326
MALABIA;700;60;59000;983.3;3;0;;;;;;;VILLA CRESPO;15;-58.437356028287354;-34.597629548558352
MALABIA;1000;23;27000;1173.9;1;25;FRENTE;;;;;;VILLA CRESPO;15;-58.434122229426173;-34.595565749480187
MALABIA;1200;59;64000;1084.7;3;27;FRENTE;SI;;1;SI;BALCON;VILLA CRESPO;15;-58.431978142697226;-34.594198937155028
MALABIA;1200;86;125000;1453.5;3;20;FRENTE;;;2;SI;BALCON;VILLA CRESPO;15;-58.431978142697226;-34.594198937155028
MALABIA;1700;53;50000;943.4;2;40;FRENTE;;;1;SI;BALCON TERRAZA;PALERMO;14;-58.426919242396124;-34.590863580711066
MALABIA;2174;102;130000;1274.5;4;0;FRENTE;;SI;2;;BALCON;PALERMO;14;-58.422099652182261;-34.587688749141023
MALABIA;2200;67;105000;1567.0;3;25;FRENTE;;;;SI;BALCON;PALERMO;14;-58.422435761660473;-34.587904168791852
MALABIA;2400;90;77500;861.1;3;35;FRENTE;;;;SI;;PALERMO;14;-58.419753284477636;-34.586190426514698
MALVINAS ARGENTINAS;200;365;390000;1068.5;7;25;;SI;SI;3;SI;BALCON TERRAZA;CABALLITO;6;-58.451612728887618;-34.625969491892555
MALVINAS ARGENTINAS;300;115;139000;1208.7;4;0;FRENTE;;;;;BALCON TERRAZA;CABALLITO;6;-58.451122587338602;-34.626989779481022
MALVINAS ARGENTINAS;800;74;78000;1054.1;4;0;;;;2;SI;BALCON;PARQUE CHACABUCO;7;-58.448734130203825;-34.632052653253716
MANSILLA, LUCIO NORBERTO, G;2500;64;92000;1437.5;0;5;FRENTE;;;;;;RECOLETA;2;-58.403131858825809;-34.596694507287438
MANSILLA, LUCIO NORBERTO, G;2600;76;82500;1085.5;0;0;;;;;;;RECOLETA;2;-58.404608206679804;-34.596065563891827
MANSILLA, LUCIO NORBERTO, G;2600;65;87000;1338.5;0;0;;;;;;;RECOLETA;2;-58.404608206679804;-34.596065563891827
MANSILLA, LUCIO NORBERTO, G;2600;70;96000;1371.4;0;0;;;;;;;RECOLETA;2;-58.404608206679804;-34.596065563891827
MANSILLA, LUCIO NORBERTO, G;3823;33;53000;1606.1;1;10;CONTRAFRENTE;;;1;;BALCON;PALERMO;14;-58.416907380142902;-34.58924645078433
MANSO JUANA;400;155;385000;2483.9;4;0;;SI;SI;2;SI;BALCON;PUERTO MADERO;1;-58.363512408567516;-34.601947690555029
MANSO JUANA;1550;109;305000;2798.2;0;0;;;;;;;PUERTO MADERO;1;-58.362134873230474;-34.615496995733118
MANSO JUANA;1000;92;298000;3239.1;3;0;;SI;SI;2;;BALCON;PUERTO MADERO;1;-58.362661084941877;-34.609391965028649
MANZANARES;1800;55;53500;972.7;3;30;FRENTE;;;;SI;;NUÑEZ;13;-58.462696006556705;-34.543878491245707
MANZANARES;1800;54;56000;1037.0;3;25;;;;;SI;;NUÑEZ;13;-58.462696006556705;-34.543878491245707
MARCHI, MARIA CATALINA;200;65;100000;1538.5;3;A ESTRENAR;FRENTE;;;2;SI;BALCON;PALERMO;14;-58.432864477913014;-34.57424923161323
MARECHAL LEOPOLDO;800;90;95000;1055.6;4;0;FRENTE;;;2;SI;;CABALLITO;6;-58.437730388406024;-34.607752156990884
MARMOL JOSE;200;60;52000;866.7;3;0;CONTRAFRENTE;;;;;;ALMAGRO;5;-58.425752675364926;-34.615953294815313
MARMOL JOSE;200;58;61300;1056.9;0;15;FRENTE;;;;;BALCON TERRAZA;ALMAGRO;5;-58.425752675364926;-34.615953294815313
MARMOL JOSE;500;73;65000;890.4;3;0;CONTRAFRENTE;;;2;SI;BALCON;ALMAGRO;5;-58.425439529363352;-34.619167901929266
MARMOL JOSE;500;85;84000;988.2;3;0;FRENTE;;;2;;BALCON TERRAZA;ALMAGRO;5;-58.425439529363352;-34.619167901929266
MARMOL JOSE;1000;66;59000;893.9;3;0;CONTRAFRENTE;;;;;BALCON;BOEDO;5;-58.423979513887389;-34.626583655952558
MARTINEZ CASTRO;200;65;65000;1000.0;3;55;;;;;SI;;VELEZ SARSFIELD;10;-58.480736474399407;-34.636585343549001
MARTINEZ CASTRO;700;165;85000;515.2;0;0;;;;;;;PARQUE AVELLANEDA;9;-58.476854388131784;-34.640004167911357
MARTINEZ ROSAS;1000;55;50000;909.1;3;0;FRENTE;;;;SI;BALCON;VILLA CRESPO;15;-58.44786819367777;-34.600194548298482
MARTINEZ, ENRIQUE, GRAL.;1200;43;53757;1250.2;2;A ESTRENAR;;;;2;;BALCON;COLEGIALES;13;-58.457804027633024;-34.576050240184294
MARTINEZ, ENRIQUE, GRAL.;1200;70;68500;978.6;0;0;;;;;;;COLEGIALES;13;-58.457804027633024;-34.576050240184294
MARTINEZ, ENRIQUE, GRAL.;1200;46;60000;1304.3;3;25;FRENTE;;;;SI;BALCON;COLEGIALES;13;-58.457804027633024;-34.576050240184294
MATHEU;100;58;55000;948.3;3;30;FRENTE;;;;SI;;BALVANERA;3;-58.4002301806457;-34.610900254427364
MATHEU;600;58;49000;844.8;3;30;CONTRAFRENTE;;;;SI;;BALVANERA;3;-58.400132226434557;-34.617524747597955
MATHEU;1700;70;45000;642.9;3;0;;;;;;;PARQUE PATRICIOS;4;-58.398740809353583;-34.628472392344804
MATHEU;1700;62;39900;643.5;4;0;;;;;;BALCON;PARQUE PATRICIOS;4;-58.398740809353583;-34.628472392344804
MATHEU;1700;58;41900;722.4;3;30;CONTRAFRENTE;;;;SI;BALCON;PARQUE PATRICIOS;4;-58.398740809353583;-34.628472392344804
MATHEU;1791;62;38000;612.9;4;0;CONTRAFRENTE;;;;SI;PATIO;PARQUE PATRICIOS;4;-58.397994054893196;-34.629582089681939
MATIENZO, BENJAMIN,TTE.;1500;40;62000;1550.0;2;28;;;;1;SI;;PALERMO;14;-58.432870764178631;-34.567134625962602
MATIENZO, BENJAMIN,TTE.;1700;70;82000;1171.4;0;0;;;;;;;PALERMO;14;-58.433175478234752;-34.567022638307563
MATIENZO, BENJAMIN,TTE.;1700;70;135000;1928.6;3;8;CONTRAFRENTE;;;;SI;;PALERMO;14;-58.433175478234752;-34.567022638307563
MATIENZO, BENJAMIN,TTE.;1800;45;135000;3000.0;3;15;CONTRAFRENTE;;;;SI;BALCON;PALERMO;14;-58.433913376239687;-34.567884677063134
MATIENZO, BENJAMIN,TTE.;2400;106;120000;1132.1;0;0;CONTRAFRENTE;;;2;SI;BALCON;PALERMO;14;-58.439812716537745;-34.572645180885033
MAURE;1700;76;98000;1289.5;2;3;FRENTE;SI;;1;SI;BALCON TERRAZA;PALERMO;14;-58.435786262785733;-34.566740978317746
MAURE;2300;85;128000;1505.9;3;50;FRENTE;;;;;BALCON;PALERMO;14;-58.440746147699237;-34.570769224137926
MAURE;2300;145;148000;1020.7;3;0;FRENTE Y CONTRAFRENTE;;;2;;TERRAZA;PALERMO;14;-58.440746147699237;-34.570769224137926
MAURE;2500;110;140000;1272.7;4;0;;;SI;2;SI;;COLEGIALES;13;-58.442641565926806;-34.572415714211651
MAZA;400;52;53500;1028.8;3;0;CONTRAFRENTE;;;;SI;PATIO;ALMAGRO;5;-58.416131092246516;-34.614464830111928
MAZA;640;33;32000;969.7;2;20;;;;1;;TERRAZA;ALMAGRO;5;-58.415425052692981;-34.619212673082252
MAZA;700;48;49000;1020.8;3;0;CONTRAFRENTE;;;;;;ALMAGRO;5;-58.415501502813228;-34.618429437146183
MAZA;1200;60;55800;930.0;0;A ESTRENAR;;;SI;;;BALCON;BOEDO;5;-58.414913011438031;-34.624401845106561
MAZA;1200;60;57000;950.0;0;A ESTRENAR;;;SI;;;PATIO;BOEDO;5;-58.414913011438031;-34.624401845106561
MAZA;1200;62;74500;1201.6;3;0;;;;2;;PATIO;BOEDO;5;-58.414913011438031;-34.624401845106561
MAZA;1500;51;50500;990.2;3;6;FRENTE;;;;SI;;BOEDO;5;-58.414736382980813;-34.627809866204352
MEDINA;200;65;47900;736.9;3;40;FRENTE;;;;SI;;VELEZ SARSFIELD;10;-58.490821928554482;-34.638728095705922
MEDRANO;100;57;75000;1315.8;3;0;;SI;SI;;;;ALMAGRO;5;-58.420974940261495;-34.610793638562342
MEDRANO;200;68;68000;1000.0;3;0;FRENTE;SI;;2;SI;BALCON;ALMAGRO;5;-58.421150165767557;-34.60975024930714
MEDRANO;200;75;69900;932.0;3;0;CONTRAFRENTE;;;2;SI;BALCON;ALMAGRO;5;-58.421150165767557;-34.60975024930714
MEDRANO;200;60;60000;1000.0;3;55;FRENTE;;;;SI;BALCON;ALMAGRO;5;-58.421150165767557;-34.60975024930714
MEDRANO;255;62;47000;758.1;3;50;CONTRAFRENTE;;;;SI;;ALMAGRO;5;-58.421644456806227;-34.607972060573744
MEDRANO;300;115;140000;1217.4;3;0;;;;;;;ALMAGRO;5;-58.421371676619387;-34.6085493902008
MEDRANO;500;76;76000;1000.0;3;0;FRENTE;;;2;SI;BALCON;ALMAGRO;5;-58.421130224235959;-34.605996614291939
MEDRANO;500;77;78000;1013.0;0;0;FRENTE;;SI;;;BALCON;ALMAGRO;5;-58.421130224235959;-34.605996614291939
MEDRANO;600;56;75000;1339.3;3;30;FRENTE;;;;;BALCON;ALMAGRO;5;-58.421019452498001;-34.604863110450644
MEDRANO;800;70;85000;1214.3;0;A ESTRENAR;;;;;;;ALMAGRO;5;-58.420619259502267;-34.601919091428762
MEDRANO;1000;83;95000;1144.6;4;0;FRENTE;;;;;BALCON;ALMAGRO;5;-58.420050062729572;-34.59817466369784
MEDRANO;1300;115;155000;1347.8;0;0;;;;;;;PALERMO;14;-58.419611567732602;-34.595409741486748
MEDRANO;1500;93;109000;1172.0;3;25;CONTRAFRENTE;;;;SI;;PALERMO;14;-58.419175940732387;-34.592760562432645
MELIAN;2300;104;100000;961.5;4;25;CONTRAFRENTE;;;2;;;BELGRANO;13;-58.468647679822844;-34.567612441235369
MELIAN;2300;98;98000;1000.0;0;0;;;;;;BALCON;BELGRANO;13;-58.468647679822844;-34.567612441235369
MELIAN;2400;60;74000;1233.3;3;0;FRENTE;;;;SI;BALCON;BELGRANO;13;-58.469551969522904;-34.56681340178082
MELIAN;2400;55;68000;1236.4;3;0;;;SI;1;SI;BALCON;BELGRANO;13;-58.469551969522904;-34.56681340178082
MELIAN;2400;55;66500;1209.1;3;20;FRENTE;;;;SI;BALCON;BELGRANO;13;-58.469551969522904;-34.56681340178082
MELIAN;3200;45;52000;1155.6;3;0;FRENTE;;SI;;SI;;COGHLAN;12;-58.476063575936756;-34.559823987288574
MELIAN;3200;58;73000;1258.6;3;10;FRENTE;;;;SI;BALCON;COGHLAN;12;-58.476063575936756;-34.559823987288574
MELIAN;3200;70;67000;957.1;3;0;FRENTE;;SI;;;BALCON;COGHLAN;12;-58.476063575936756;-34.559823987288574
MELIAN;4300;37;31900;862.2;2;25;FRENTE;;;1;SI;TERRAZA;SAAVEDRA;12;-58.484138616945465;-34.549696513294343
MELIAN;4720;54;45000;833.3;3;0;;;;;;;SAAVEDRA;12;-58.486603127425681;-34.546439389429203
MELIAN;32000;45;52000;1155.6;3;25;FRENTE;;;;SI;;COGHLAN;12;-58.476063575936756;-34.559823987288574
MELINCUE;2700;59;50000;847.5;3;0;;;;;SI;;VILLA DEL PARQUE;11;-58.487996099031506;-34.599450452985117
MELINCUE;2700;63;54000;857.1;3;30;CONTRAFRENTE;;;;SI;;VILLA DEL PARQUE;11;-58.487996099031506;-34.599450452985117
MELINCUE;2700;61;49500;811.5;3;30;FRENTE;;;;SI;;VILLA DEL PARQUE;11;-58.487996099031506;-34.599450452985117
MELINCUE;2700;58;50000;862.1;3;30;;;;;SI;;VILLA DEL PARQUE;11;-58.487996099031506;-34.599450452985117
MELINCUE;2700;60;54000;900.0;3;30;;;;;SI;;VILLA DEL PARQUE;11;-58.487996099031506;-34.599450452985117
MELINCUE;3100;100;100000;1000.0;3;30;FRENTE;;;;SI;BALCON;VILLA DEL PARQUE;11;-58.4926666115147;-34.602232529263134
MELINCUE;3200;64;62974;984.0;3;A ESTRENAR;FRENTE;;;;;BALCON;VILLA DEL PARQUE;11;-58.493992417266135;-34.603019405794775
MELINCUE;3700;79;103600;1311.4;3;A ESTRENAR;CONTRAFRENTE;;;;SI;BALCON;VILLA DEL PARQUE;11;-58.499184884593852;-34.606113360274271
MELINCUE;3700;77;101100;1313.0;3;A ESTRENAR;CONTRAFRENTE;;;;SI;BALCON;VILLA DEL PARQUE;11;-58.499184884593852;-34.606113360274271
MELINCUE;4000;54;44000;814.8;3;38;FRENTE;;;;SI;;VILLA DEVOTO;11;-58.502785499384913;-34.608403502903762
MENDEZ DE ANDES;400;60;78900;1315.0;0;8;FRENTE;;;1;SI;BALCON;CABALLITO;6;-58.441442501669357;-34.61296333096859
MENDEZ DE ANDES;500;62;71000;1145.2;3;0;;;SI;;;BALCON TERRAZA;CABALLITO;6;-58.440700816456832;-34.612520822630088
MENDEZ DE ANDES;500;62;73000;1177.4;3;0;;;SI;2;;BALCON TERRAZA;CABALLITO;6;-58.440700816456832;-34.612520822630088
MENDEZ DE ANDES;500;62;75000;1209.7;3;0;;;SI;2;;BALCON TERRAZA;CABALLITO;6;-58.440700816456832;-34.612520822630088
MENDEZ DE ANDES;500;69;76000;1101.4;3;A ESTRENAR;FRENTE;;;;;BALCON;CABALLITO;6;-58.440700816456832;-34.612520822630088
MENDEZ DE ANDES;1400;58;66360;1144.1;0;0;;;;;;;CABALLITO;6;-58.45267467177932;-34.617000622904605
MENDOZA;1100;128;270000;2109.4;4;0;;;;3;;;BELGRANO;13;-58.443126418309554;-34.552352723540132
MENDOZA;1700;61;72000;1180.3;4;0;;;;;SI;;BELGRANO;13;-58.449830150142169;-34.556345665957302
MENDOZA;1700;61;77000;1262.3;3;0;;;;;;;BELGRANO;13;-58.449830150142169;-34.556345665957302
MENDOZA;1800;100;174391;1743.9;5;0;;;;2;SI;BALCON TERRAZA;BELGRANO;13;-58.45145781371324;-34.557321610679153
MENDOZA;1800;101;147000;1455.4;3;0;FRENTE;;;3;;BALCON;BELGRANO;13;-58.45145781371324;-34.557321610679153
MENDOZA;1800;146;298925;2047.4;6;0;;;;2;SI;BALCON TERRAZA;BELGRANO;13;-58.45145781371324;-34.557321610679153
MENDOZA;1800;95;85000;894.7;0;0;;;SI;;;;BELGRANO;13;-58.45145781371324;-34.557321610679153
MENDOZA;1800;75;83000;1106.7;0;0;;;;;;;BELGRANO;13;-58.45145781371324;-34.557321610679153
MENDOZA;1800;75;83000;1106.7;3;20;CONTRAFRENTE;;;;SI;;BELGRANO;13;-58.45145781371324;-34.557321610679153
MENDOZA;1900;70;129000;1842.9;3;15;CONTRAFRENTE;;;2;SI;;BELGRANO;13;-58.452118791343509;-34.557716492009746
MENDOZA;2100;101;125000;1237.6;4;0;;;SI;2;;;BELGRANO;13;-58.453903614770383;-34.558782592188763
MENDOZA;2100;105;134000;1276.2;4;0;;;SI;;;;BELGRANO;13;-58.453903614770383;-34.558782592188763
MENDOZA;2517;84;91500;1089.3;0;0;FRENTE;;;;;;BELGRANO;13;-58.459124995464265;-34.562208019717886
MENDOZA;2700;106;161100;1519.8;0;A ESTRENAR;;;SI;;;TERRAZA;BELGRANO;13;-58.459480194184941;-34.562086016244379
MENDOZA;2700;82;115000;1402.4;3;35;FRENTE;;;;SI;BALCON;BELGRANO;13;-58.459480194184941;-34.562086016244379
MENDOZA;2800;62;79000;1274.2;2;6;;;;2;SI;BALCON TERRAZA;BELGRANO;13;-58.460390188373367;-34.562621022162375
MENDOZA;3200;50;58000;1160.0;3;0;;;;;;BALCON;BELGRANO;13;-58.464303213196516;-34.564930089541477
MENDOZA;3200;105;120000;1142.9;4;25;FRENTE;;SI;3;SI;BALCON;BELGRANO;13;-58.464303213196516;-34.564930089541477
MENDOZA;4500;58;75272;1297.8;2;A ESTRENAR;;;SI;2;SI;;VILLA URQUIZA;12;-58.47692342508104;-34.572477759434385
MENDOZA;4500;76;99152;1304.6;3;A ESTRENAR;;;SI;2;SI;BALCON;VILLA URQUIZA;12;-58.47692342508104;-34.572477759434385
MENDOZA;4500;62;101500;1637.1;3;A ESTRENAR;CONTRAFRENTE;;;;SI;BALCON;VILLA URQUIZA;12;-58.47692342508104;-34.572477759434385
MENDOZA;4500;75;127500;1700.0;3;A ESTRENAR;FRENTE;;;;SI;;VILLA URQUIZA;12;-58.47692342508104;-34.572477759434385
MENDOZA;4800;100;120000;1200.0;0;0;;;;;;;VILLA URQUIZA;12;-58.481090745530466;-34.574952952572374
MENDOZA;5200;72;85000;1180.6;3;0;;;;1;SI;;VILLA URQUIZA;12;-58.483929635243257;-34.577128467981353
MENDOZA;5400;99;110000;1111.1;4;0;;SI;SI;;;;VILLA URQUIZA;12;-58.485948143703013;-34.578276621073329
MERCEDES;100;70;55000;785.7;3;33;FRENTE;;;;SI;BALCON;FLORESTA;10;-58.483169505343092;-34.63322692639963
MERCEDES;200;80;65000;812.5;4;25;CONTRAFRENTE;;;2;SI;;FLORESTA;10;-58.484126965221613;-34.63193102618073
MERCEDES;300;80;69000;862.5;0;0;;;;;SI;;FLORESTA;10;-58.48459486307322;-34.630923802362624
MERCEDES;400;53;53000;1000.0;3;29;FRENTE;;;;SI;BALCON;FLORESTA;10;-58.485079276690236;-34.629887362915873
MERCEDES;2600;58;59000;1017.2;3;13;CONTRAFRENTE;;;;;;VILLA DEVOTO;11;-58.503388059822839;-34.611020731317616
MERCEDES;2600;49;56700;1157.1;3;13;CONTRAFRENTE;;;;;BALCON;VILLA DEVOTO;11;-58.503388059822839;-34.611020731317616
MEXICO;600;87;50000;574.7;4;0;;;;2;SI;PATIO;MONSERRAT;1;-58.373199850979489;-34.614720229336086
MEXICO;600;70;74000;1057.1;0;0;;;;;;;MONSERRAT;1;-58.373199850979489;-34.614720229336086
MEXICO;600;70;90000;1285.7;0;0;;;;2;SI;;MONSERRAT;1;-58.373199850979489;-34.614720229336086
MEXICO;600;70;95000;1357.1;0;0;;;;2;SI;;MONSERRAT;1;-58.373199850979489;-34.614720229336086
MEXICO;600;70;74000;1057.1;3;70;;;;2;;;MONSERRAT;1;-58.373199850979489;-34.614720229336086
MEXICO;1500;45;45000;1000.0;0;0;;;;;;PATIO;MONSERRAT;1;-58.385910142456098;-34.615365685524303
MEXICO;1800;31;32900;1061.3;1;45;CONTRAFRENTE;;;1;SI;;MONSERRAT;1;-58.390396614119418;-34.615494374287593
MEXICO;1800;74;59900;809.5;3;0;FRENTE;;;;SI;BALCON;MONSERRAT;1;-58.390396614119418;-34.615494374287593
MEXICO;1800;50;56000;1120.0;3;0;FRENTE;;;;;BALCON;MONSERRAT;1;-58.390396614119418;-34.615494374287593
MEXICO;1800;80;75000;937.5;3;0;CONTRAFRENTE;SI;;;SI;PATIO;MONSERRAT;1;-58.390396614119418;-34.615494374287593
MEXICO;2100;69;55000;797.1;0;0;FRENTE;;;;;BALCON;BALVANERA;3;-58.394642155157101;-34.615758289357025
MEXICO;2200;104;74000;711.5;0;0;;;;;;TERRAZA;BALVANERA;3;-58.396119569807979;-34.615862399237756
MEXICO;2300;57;39900;700.0;3;0;;;;;;;BALVANERA;3;-58.397762239483868;-34.616030823785351
MEXICO;2800;110;69800;634.5;0;0;;;;;;TERRAZA;BALVANERA;3;-58.404230056985213;-34.61692904810451
MEXICO;4300;72;67000;930.6;3;0;FRENTE;;;;;BALCON;ALMAGRO;5;-58.426155552544579;-34.620383142722694
MIGUELETES;500;35;45000;1285.7;1;35;;;;2;;;PALERMO;14;-58.43065214442867;-34.56829273082549
MIGUELETES;700;35;48000;1371.4;1;25;;;;1;;BALCON;PALERMO;14;-58.432289602046325;-34.56734074724919
MIGUELETES;700;120;144000;1200.0;3;A ESTRENAR;FRENTE;;;2;SI;BALCON TERRAZA;PALERMO;14;-58.432289602046325;-34.56734074724919
MIGUELETES;1100;71;98000;1380.3;4;30;FRENTE;;;2;SI;BALCON;PALERMO;14;-58.436212152496644;-34.565051163220431
MIGUELETES;1100;425;1150000;2705.9;8;6;FRENTE Y CONTRAFRENTE;SI;SI;3;SI;BALCON;PALERMO;14;-58.436212152496644;-34.565051163220431
MIGUELETES;1100;71;90000;1267.6;3;0;;;;2;SI;BALCON;PALERMO;14;-58.436212152496644;-34.565051163220431
MIGUELETES;1200;49;79000;1612.2;0;0;;;;;;;PALERMO;14;-58.437510387304968;-34.564274496512368
MIGUELETES;1300;250;335000;1340.0;8;49;FRENTE Y CONTRAFRENTE;SI;;2;SI;BALCON TERRAZA;PALERMO;14;-58.438739704822055;-34.563539109187523
MIGUELETES;1300;110;179000;1627.3;3;0;;;;2;;PATIO;PALERMO;14;-58.438739704822055;-34.563539109187523
MIGUELETES;1330;190;179000;942.1;0;0;;;;2;;PATIO;PALERMO;14;-58.440462975854082;-34.562508116736964
MIGUELETES;1600;90;112000;1244.4;3;25;CONTRAFRENTE;;;;SI;BALCON;BELGRANO;13;-58.443362497469543;-34.55990073274932
MILLER;2200;66;79900;1210.6;0;0;;;SI;;;;VILLA URQUIZA;12;-58.478937418517646;-34.573906357525239
MILLER;2500;90;79900;887.8;4;0;;;SI;3;;TERRAZA;VILLA URQUIZA;12;-58.481018295842532;-34.571237747204293
MILLER;2500;60;59000;983.3;3;30;FRENTE;;;;;BALCON;VILLA URQUIZA;12;-58.481018295842532;-34.571237747204293
MILLER;2600;87;70000;804.6;4;0;;;;;;PATIO;VILLA URQUIZA;12;-58.481848722238631;-34.570296304958411
MILLER;3500;95;75000;789.5;4;0;FRENTE;;;;;BALCON;VILLA URQUIZA;12;-58.489204497632862;-34.561839449437137
MILLER;3500;69;56000;811.6;4;0;CONTRAFRENTE;;;;;BALCON;VILLA URQUIZA;12;-58.489204497632862;-34.561839449437137
MILLER;4400;64;80000;1250.0;3;0;;;;;;PATIO;SAAVEDRA;12;-58.494595451943347;-34.554076157752192
MILLER;4800;37;39000;1054.1;1;A ESTRENAR;;;;;;BALCON;SAAVEDRA;12;-58.496793548940992;-34.550939232032455
MILLER;4800;78;85000;1089.7;3;0;;;;;;;SAAVEDRA;12;-58.496793548940992;-34.550939232032455
MIRANDA;4000;91;70000;769.2;3;50;FRENTE;;;;SI;PATIO;MONTE CASTRO;10;-58.494924346152835;-34.614940127562868
MIRANDA;4400;90;75000;833.3;3;0;;;;;;;MONTE CASTRO;10;-58.498590989772467;-34.618010955230716
MIRANDA;4600;67;67000;1000.0;3;A ESTRENAR;FRENTE;;;;SI;BALCON;MONTE CASTRO;10;-58.500335598466073;-34.619654650298415
MIRANDA;4600;56;56500;1008.9;3;A ESTRENAR;FRENTE;;;;SI;BALCON;MONTE CASTRO;10;-58.500335598466073;-34.619654650298415
MIRANDA;4760;47;37000;787.2;2;40;;SI;;;SI;PATIO;MONTE CASTRO;10;-58.50314081567916;-34.620892554021886
MIRANDA;5000;70;46500;664.3;3;35;FRENTE;;;;SI;;MONTE CASTRO;10;-58.505149614063015;-34.62178368505802
MIRO;100;53;59000;1113.2;3;0;CONTRAFRENTE;;;;;PATIO;CABALLITO;6;-58.449353289175171;-34.624946779070555
MIRO;100;55;49000;890.9;3;40;CONTRAFRENTE;;;;SI;;CABALLITO;6;-58.449353289175171;-34.624946779070555
MIRO;800;72;85000;1180.6;3;A ESTRENAR;CONTRAFRENTE;;;;SI;BALCON;PARQUE CHACABUCO;7;-58.446598784211062;-34.631375320895728
MISIONES;100;88;85000;965.9;4;0;;;;;;;BALVANERA;3;-58.404735910159921;-34.610073692863239
MISIONES;100;70;47500;678.6;3;35;FRENTE;;;;SI;BALCON;BALVANERA;3;-58.404735910159921;-34.610073692863239
MISIONES;300;85;78000;917.6;3;0;FRENTE;SI;;;;BALCON;BALVANERA;3;-58.404510058598134;-34.612385507517537
MISTRAL, GABRIELA;2200;54;61000;1129.6;3;A ESTRENAR;CONTRAFRENTE;;;;SI;BALCON;VILLA PUEYRREDON;12;-58.49339254049422;-34.582286484648435
MISTRAL, GABRIELA;2276;44;45000;1022.7;2;A ESTRENAR;FRENTE;;SI;;SI;BALCON;VILLA PUEYRREDON;12;-58.494256571522925;-34.582821155317156
MISTRAL, GABRIELA;2400;60;53000;883.3;3;60;CONTRAFRENTE;;;;SI;BALCON;VILLA PUEYRREDON;12;-58.495654510122641;-34.583686304686751
MISTRAL, GABRIELA;2500;72;60000;833.3;0;A ESTRENAR;;;SI;;;;VILLA PUEYRREDON;12;-58.496789112825496;-34.584388424372946
MISTRAL, GABRIELA;2700;60;72000;1200.0;3;A ESTRENAR;;;;;SI;BALCON;VILLA PUEYRREDON;12;-58.499052911597481;-34.585789312140911
MISTRAL, GABRIELA;2700;56;71000;1267.9;3;A ESTRENAR;;;;;SI;BALCON;VILLA PUEYRREDON;12;-58.499052911597481;-34.585789312140911
MISTRAL, GABRIELA;2700;56;61500;1098.2;3;A ESTRENAR;;;SI;;SI;BALCON;VILLA PUEYRREDON;12;-58.499052911597481;-34.585789312140911
MISTRAL, GABRIELA;2700;60;66000;1100.0;3;A ESTRENAR;;;SI;1;SI;BALCON;VILLA PUEYRREDON;12;-58.499052911597481;-34.585789312140911
MISTRAL, GABRIELA;2700;60;68000;1133.3;3;A ESTRENAR;;;;1;SI;BALCON;VILLA PUEYRREDON;12;-58.499052911597481;-34.585789312140911
MISTRAL, GABRIELA;3100;50;58000;1160.0;3;A ESTRENAR;FRENTE;;;;SI;BALCON;VILLA PUEYRREDON;12;-58.503945248606925;-34.588813844510639
MISTRAL, GABRIELA;3100;55;67500;1227.3;3;A ESTRENAR;FRENTE;;;;SI;BALCON;VILLA PUEYRREDON;12;-58.503945248606925;-34.588813844510639
MITRE EMILIO;100;64;67000;1046.9;3;37;FRENTE;;;2;SI;BALCON;CABALLITO;6;-58.44454742966321;-34.62196859499376
MITRE EMILIO;200;83;68000;819.3;4;0;;;;2;SI;;CABALLITO;6;-58.44375844012508;-34.623090867924134
